run,max_feature_norm,final_feature_norm,max_cls_loss,max_domain_loss,final_domain_acc,source_val_macro_f1
dann_handout,20479305728.0,58317.1875,159169808.0,142127152.0,0.5,0.05066996495567924
dann_layernorm,180.60699462890625,149.5821075439453,2.375715494155884,2.1237194538116455,0.0625,0.8331029660451552
cdan_handout,10866164.0,166032.53125,32296.482421875,20659.166015625,0.5,0.03820239204948677
cdan_layernorm,116.94437408447266,86.37589263916016,2.394488573074341,3.587156295776367,0.5416666865348816,0.8224657707957738
